,Products,depths,Solved
96,CCCOc1ccc(Br)c(OCC(C)C)c1,11.0,False
97,Cc1ccc(COc2ccccc2Br)cc1Cl,11.0,False
3464,CC(C)(C)COc1ccccc1I,2.0,True
99,Cn1c(COc2ccccc2Cl)cc2ccccc21,11.0,False
100,CC1(C)CC1COc1ccccc1I,1.0,True
1833,CC(C)(C)CCOc1c(Br)cccc1C(F)(F)F,2.0,True
3622,Oc1cccc2c(Br)nccc12,1.0,True
103,Fc1cc(Oc2ccccc2I)c(F)c(F)c1F,11.0,False
104,CC1(COc2ccccc2I)CCC1,1.0,True
105,CC(C)Oc1ccc(CCOc2ccccc2I)cc1,11.0,False
106,CC(C)(C)CC(C)(C)Oc1ccccc1I,11.0,False
108,FC(F)(F)c1cc(Cl)ccc1Oc1ccccc1I,3.0,True
109,CCOc1cccc(Cl)c1OC(F)(F)F,2.0,True
110,Brc1ncnc2ccccc12,11.0,False
111,COc1cc(Oc2ccccc2I)c(OC)cc1F,2.0,True
112,CCc1ccc(Cl)c(OC(F)(F)F)c1,2.0,True
113,COc1cc(Oc2ccccc2Br)ccc1Br,11.0,False
114,CCOc1ccc(Oc2ccccc2I)cc1OCC,11.0,False
836,COc1ccc(CCOc2ccccc2I)cc1OC,3.0,True
116,Cc1cccc(C(F)(F)F)c1CCOc1ccccc1I,11.0,False
4403,CCCc1ccccc1CCOc1ccccc1I,2.0,True
118,CCCCOc1cc(OC(F)F)ccc1Cl,11.0,False
119,COc1ccccc1COc1c(Cl)ccc2ccccc12,11.0,False
120,CC(C)Oc1cccc(I)c1F,11.0,False
121,FCCOc1ccc(Br)c(OCC(F)(F)F)c1,11.0,False
122,Clc1ccc(Oc2ccccc2Cl)cc1,1.0,True
4357,Cc1cc(C)c(C)c(I)c1,1.0,True
124,Clc1ccccc1Oc1ccncc1,11.0,False
125,Fc1ccc(C(F)(F)F)cc1Br,2.0,True
126,Clc1cccc2cccc(I)c12,1.0,True
4239,CCOc1cc(OC(F)F)ccc1Br,1.0,True
128,Fc1ccc(Oc2cccc(Cl)c2)cc1Cl,11.0,False
129,O=[N+]([O-])c1cccc(Br)c1Oc1ccccc1,11.0,False
4474,COc1c(Cl)ccc(Cl)c1C,5.0,True
131,FC(F)(F)c1ccccc1Oc1ccc(Oc2ccccc2Br)cc1,11.0,False
3773,Clc1ccc(Cl)c(COc2ccccc2I)c1Cl,7.0,True
133,Cc1cccc(C(C)(C)C)c1Oc1ccccc1I,11.0,False
134,COc1ccncc1Oc1ccccc1Br,11.0,False
135,CC(C)Oc1c(Cl)cccc1I,1.0,True
6184,Clc1ccc(Oc2ccccc2)c(Cl)c1,2.0,True
137,CCOc1ccc2c(I)cccc2c1,2.0,True
138,FC(F)COc1cccc(Br)c1OC(F)(F)F,11.0,False
5794,Ic1ccccc1Oc1cc2ccccc2c2ccccc12,3.0,True
3699,CCCOc1c(Cl)cccc1Cl,1.0,True
141,CC(C)(C)c1cc(Oc2ccccc2Cl)ncc1Cl,11.0,False
142,FC(F)(F)c1cc(Cl)ccc1Br,1.0,True
143,Nc1ccc(Oc2ccccc2Cl)cc1,2.0,True
1155,CC(=O)c1cc(Oc2ccccc2I)ccc1F,7.0,True
145,N#Cc1cccnc1I,0.0,True
146,CCCCCCCOc1ccccc1Br,11.0,False
147,CC(C)c1ccccc1COc1ccccc1I,2.0,True
148,CCOc1c(I)cccc1C(C)(C)C,11.0,False
5976,Fc1ccc(F)c(Oc2cccc(Br)c2Cl)c1,4.0,True
4570,Cc1c(Br)cccc1-c1ccccc1,0.0,True
3431,Fc1cc(C(F)(F)F)ccc1Oc1ccccc1Br,7.0,True
152,CCCOc1c(Cl)cccc1C(F)(F)F,11.0,False
1380,COc1ccc(Cl)c(OCCCCc2ccccc2)c1,2.0,True
4986,Oc1ccc2cccc(Cl)c2c1,1.0,True
1803,Oc1cc(F)ccc1Oc1ccccc1Cl,1.0,True
157,Cc1c(Cl)cccc1Oc1n[nH]c(=O)cc1I,11.0,False
158,CC(C)Oc1ccc(OC(F)F)cc1Br,11.0,False
159,Brc1ccccc1OCCN1CCCCC1,11.0,False
1063,Fc1ccc(OC(F)F)c(I)c1,2.0,True
161,CC(C)Oc1c(I)ccc(F)c1C#N,11.0,False
162,Cc1c(Cl)ccc(Oc2ccccc2Cl)c1C,2.0,True
163,COc1ccccc1C(C)Oc1ccc(Cl)cc1I,11.0,False
164,CCC(F)(F)COc1cccc(Oc2ccccc2Br)c1,11.0,False
4101,Oc1cccc(O)c1Cl,0.0,True
166,Nc1c(O)cccc1Cl,1.0,True
4420,COc1cccc(COc2cc(F)ccc2Cl)c1,2.0,True
168,Fc1cc(F)c(Br)cc1F,2.0,True
647,FC(F)(F)Oc1ccc(COc2ccccc2I)cc1,1.0,True
170,Clc1ccccc1-c1sc2cccc(I)c2c1Cl,11.0,False
171,CCCCOc1c(Br)ccc2ccccc12,11.0,False
172,CCCOc1ccccc1Cl,11.0,False
173,Cc1ccc(C)c(CCCOc2ccccc2I)c1,1.0,True
174,Fc1ccccc1Br,1.0,True
3620,FCCOc1cccc(Oc2ccccc2I)c1,1.0,True
176,Cc1cccc(Oc2ccccc2I)c1C,6.0,True
177,Fc1cccc(I)c1C(F)(F)F,2.0,True
178,OCCCOc1ccccc1Cl,2.0,True
179,Clc1ccccc1OCc1cccc2cnccc12,11.0,False
180,COc1ccc(OCc2ccc(C(C)(C)C)cc2)c(Cl)c1,11.0,False
181,FC(F)C(F)(F)Oc1cccc(-c2ccccc2Br)c1,11.0,False
182,CCc1ccc(F)c(Cl)c1,1.0,True
183,Fc1cccc(-c2ccccc2I)c1Cl,2.0,True
184,COc1ccc(Cl)c(OCc2cccc(F)c2)c1,1.0,True
185,Cc1c(Cl)cccc1-c1ncccc1Cl,11.0,False
186,CC(C)(C)c1ccccc1Oc1cc(C(F)(F)F)ccc1Br,11.0,False
2718,Fc1cccc(Oc2ccccc2I)c1F,6.0,True
188,CCOc1ccc(OC(C)C)c(Br)c1,2.0,True
189,COc1ccccc1OCc1cc(Cl)ccc1Cl,11.0,False
190,COc1cccc(Br)c1OCCCc1ccc(Cl)cc1,11.0,False
191,FC(F)Oc1cccc(Cl)c1Oc1ccccc1C(F)(F)F,3.0,True
192,COc1cccc(-c2ccccc2Cl)c1O,11.0,False
193,FC(F)(F)c1cccc(Oc2cccc(Br)c2Cl)c1,11.0,False
194,CCOc1c(Cl)cccc1OC(F)F,11.0,False
2205,Clc1cccc(Cl)c1CCOc1ccccc1I,2.0,True
196,Clc1ccccc1COc1cccc(Cl)c1Cl,11.0,False
389,O=[N+]([O-])c1cccc(Cl)c1OC(F)F,3.0,True
5598,Fc1cc(Oc2ccccc2I)ccc1Cl,1.0,True
199,CCCOc1cc(C(C)(C)C)ccc1Cl,11.0,False
200,COc1c(I)cccc1-c1ccccc1C(F)(F)F,11.0,False
201,CCOc1c(Cl)cc(C(C)C)c(F)c1OCC,11.0,False
5087,COc1cc2c(Br)cccc2c(O)c1O,5.0,True
1420,CCOc1cc(O)ccc1Br,0.0,True
1371,COc1cc(F)c(F)cc1Cl,1.0,True
205,Brc1ccccc1OCCCN1CCCCC1,11.0,False
206,Clc1ccccc1Oc1ccncn1,11.0,False
207,Clc1ccc2nccc(Cl)c2c1,1.0,True
208,Nc1cccc2c(Cl)c(Br)ccc12,11.0,False
1306,Fc1ccc(Oc2ccccc2Cl)cc1,0.0,True
210,FOc1ccccc1Cl,11.0,False
211,COc1cc(Br)ccc1Oc1ccccc1I,11.0,False
212,Cc1cccc(Oc2ccccc2I)c1,2.0,True
213,Cc1ccc(C)c(I)c1,0.0,True
214,Cc1ccnc(I)c1F,2.0,True
4642,Oc1cc(OC(F)(F)F)ccc1Cl,1.0,True
216,FC(F)(F)c1c(Cl)cc(Cl)cc1I,3.0,True
217,FC(F)(F)C(F)(F)c1ccc(Oc2ccccc2I)cc1,11.0,False
218,Fc1ccc(Cl)c(OCC(F)(F)F)c1,11.0,False
219,FC(F)(F)c1ccc(OCc2cccnc2)c(Cl)c1,11.0,False
220,FC(F)(F)COc1ccc(C(F)(F)F)cc1I,11.0,False
222,Cc1ccccc1COc1cccc(Br)c1Cl,11.0,False
223,Clc1cc(Cl)c2nccc(Br)c2c1,2.0,True
224,CCC1(COc2ccccc2I)CCCC1,11.0,False
5787,Oc1cc(F)ccc1I,1.0,True
562,Fc1ccc(F)c(Oc2ccccc2I)c1,6.0,True
227,FC(F)COc1c(Cl)cc(OC(F)F)cc1Br,11.0,False
228,Cc1ccc(Oc2ccccc2Cl)c(F)c1,2.0,True
229,CCCC1(COc2ccc(F)cc2I)CCCCC1,11.0,False
230,FC(F)(F)COc1cnccc1Br,11.0,False
231,FC(F)(F)c1cncc(Cl)c1Br,2.0,True
232,COc1cccc(I)c1OCCC(F)(F)F,11.0,False
3315,Brc1ccc(COc2ccccc2I)cc1,8.0,True
234,CCCCOc1c(Cl)cccc1COc1ccccc1Br,11.0,False
235,CCCCOc1ccccc1CCCOc1ccccc1Cl,11.0,False
5282,CCc1c(Cl)cncc1Cl,1.0,True
238,COc1ccc(Br)c(Cl)c1,2.0,True
240,Fc1cccc(Br)c1,1.0,True
241,FCOc1ccc(OC(F)F)c(Cl)c1,11.0,False
3062,Brc1cccc2cc[nH]c12,1.0,True
245,Cc1ccc(C(C)(C)C)c(Oc2ccccc2I)c1C,11.0,False
246,COc1ccc(OC(C)C)c(Cl)c1,11.0,False
2305,Ic1cccc2c(-c3ccccc3)cccc12,8.0,True
248,Oc1cccc2cccc(I)c12,1.0,True
249,CCC(F)(F)COc1ccccc1Br,11.0,False
250,FC(F)(F)COc1c(Cl)cccc1C(F)(F)F,11.0,False
251,CC(=O)c1ccccc1-c1ccc(F)c(Br)c1,1.0,True
252,FC(F)(F)Oc1ccc2cccc(I)c2c1,11.0,False
253,Fc1ccc2c(I)cccc2c1,1.0,True
254,FC(F)C(F)(F)Oc1cc(OC(F)(F)F)ccc1Cl,11.0,False
255,CCOc1cccc(I)c1,1.0,True
2976,Fc1cccc(COc2ccc(F)c(Br)c2)c1,1.0,True
980,CC(C)Oc1ccc(Cl)c(O)c1,1.0,True
258,COc1cccc(Cl)c1Br,5.0,True
259,FC(F)Oc1cccc(Br)c1OCCCC(F)(F)F,11.0,False
3908,CC(C)Oc1ccc(Cl)cc1Br,1.0,True
261,FC(F)COc1c(Cl)ccc2ccccc12,11.0,False
262,CCCOc1ccc(OCC)cc1Oc1ccccc1Cl,11.0,False
263,FCCOc1cccc(Br)c1Cl,11.0,False
5239,FC(F)(F)c1cc(Oc2ccccc2I)ccc1Cl,2.0,True
265,COc1ccc(OC(F)F)c(I)c1,11.0,False
266,COc1cccc(Br)c1OCc1ccccc1OCC(F)(F)F,11.0,False
2143,O=[N+]([O-])c1ccccc1Oc1ccccc1I,1.0,True
268,CC(C)Oc1c(I)cccc1C(C)C,11.0,False
269,FCC(F)(F)COc1ccccc1I,11.0,False
270,CC(C)c1ccccc1Oc1ccccc1Cl,11.0,False
5012,COc1ccc(C)c(COc2ccccc2I)c1,2.0,True
1042,Fc1cc(F)cc(Oc2ccccc2I)c1,5.0,True
273,FC(F)(F)c1ccc(Br)c(Br)c1,1.0,True
5698,Cc1ccc(Oc2ccccc2)c(Cl)c1,5.0,True
275,COc1c(Cl)ccc2c(N)cccc12,11.0,False
276,COc1ccc(CCCCOc2ccccc2Cl)cc1OC,11.0,False
277,COc1ccc(Cl)c(OC)c1OCCCF,11.0,False
279,Fc1ccc(OCc2ccccc2OCC(F)(F)F)c(I)c1,11.0,False
2825,Cc1cc(I)c(F)cc1OC(F)(F)F,1.0,True
281,Cc1ccc(F)c(Cl)c1Oc1ccccc1Cl,11.0,False
282,Cc1ccc(C(C)C)c(Oc2ccccc2I)c1C,11.0,False
5513,Clc1cccc(Br)c1Br,1.0,True
4271,COc1cccc(Cl)c1OC,1.0,True
285,Cc1ccc(Oc2ccc(C)c(CCOc3ccccc3I)c2)cc1Cl,3.0,True
286,Cc1c([O-])cccc1Br,11.0,False
287,CCOc1c(Br)cccc1OCC1CCC1,11.0,False
289,CCCCOc1c(Br)cccc1I,11.0,False
290,Oc1cccnc1Br,1.0,True
291,COc1ccc2cc(Br)c(F)cc2c1,2.0,True
292,Clc1nc2ccccc2cc1Br,1.0,True
293,FCCOc1c(Cl)ccc2ccccc12,11.0,False
294,CC(=O)c1ccccc1Oc1cc(F)ccc1I,11.0,False
295,FC(F)(F)c1cccnc1Cl,2.0,True
297,FC(F)COc1c(Cl)cccc1OCCC(F)(F)F,11.0,False
298,COc1cc(OCC(C)(C)C)ccc1I,11.0,False
299,COc1cccc(Br)c1Oc1ccccc1I,11.0,False
300,CCCCOc1ccc(Oc2ccccc2Cl)cc1,11.0,False
301,CCc1cccc(Cl)c1OC,11.0,False
303,COc1ccccc1-c1c(Cl)cccc1C(F)(F)F,11.0,False
304,Clc1cccc(OCc2ccccc2I)c1,1.0,True
5277,CCc1c(C)cncc1Br,3.0,True
394,FC(F)(F)c1c(Oc2ccccc2I)ccc(Cl)c1Cl,1.0,True
5983,CCOc1ccc(F)cc1Br,1.0,True
309,CCOc1c(Cl)ccc2ccccc12,11.0,False
311,COc1cccc(Oc2ccc(F)c(Cl)c2)c1,11.0,False
312,Cc1c(Cl)cccc1OCC(C)C,11.0,False
313,CC(C)c1cccc(C(C)(C)C)c1Oc1ccccc1Br,11.0,False
314,Cc1cccc(CCCOc2cccc(I)c2OCC(F)(F)F)c1,11.0,False
315,CCOc1ccc(COc2ccccc2)cc1I,11.0,False
317,COc1c(Br)cccc1Nc1ccccc1C(F)(F)F,11.0,False
318,Clc1ccc2cccc(Br)c2c1,2.0,True
319,Fc1ccc(Cl)c(C(F)(F)F)c1F,2.0,True
3310,Cc1c(Cl)cc2ccccc2c1C,1.0,True
321,CC(C)Oc1ccc(Br)c(OC(F)F)c1,11.0,False
322,Fc1c(Br)cccc1I,6.0,True
323,CC(C)c1cccc(C(F)(F)F)c1Oc1ccccc1I,11.0,False
2130,Cc1c(Cl)ccc2ccccc12,1.0,True
325,CC(C)Oc1ccc(COc2ccccc2I)cc1,1.0,True
326,COc1c(I)cccc1C(F)(F)F,2.0,True
328,COc1cccc(I)c1OCCc1ccc(Cl)c(Cl)c1,11.0,False
3353,Clc1c(I)cccc1Oc1ccccc1,9.0,True
330,Cc1cc(F)cc(F)c1Oc1ccccc1I,4.0,True
331,CCCCc1ccccc1Oc1ccccc1Br,11.0,False
333,FC(F)Oc1ccccc1OCc1ccncc1Br,11.0,False
398,COc1ccc(Oc2ccccc2I)nc1,3.0,True
1332,COc1cc2[nH]ccc2cc1I,3.0,True
336,CCc1ccccc1Cl,1.0,True
337,FC(F)(F)COc1ccc(I)c(OC(F)(F)F)c1Cl,11.0,False
338,Clc1ccccc1Oc1cccc(Cn2cccn2)c1,11.0,False
340,Fc1ccc(Oc2cccc(I)c2F)cc1,9.0,True
341,CCCC(C)Oc1ccccc1I,11.0,False
342,Clc1ccc(OCc2ccccc2)c(Cl)c1,2.0,True
2986,Nc1ccc(Br)c2ccccc12,0.0,True
344,COc1ccc(Cl)cc1Br,1.0,True
345,CCCOc1cccc(Br)c1OC(F)(F)F,11.0,False
346,Clc1cccc(CCOc2ccccc2I)c1,2.0,True
348,OCC(F)(F)COc1ccccc1I,11.0,False
349,FCCCOc1ccc(Oc2ccccc2Cl)c(C(F)(F)F)c1,11.0,False
350,Nc1cccc(Cl)c1OC(F)(F)F,0.0,True
351,FC(F)(F)Oc1c(Cl)ccc(C(F)(F)F)c1Cl,3.0,True
352,FC(F)(F)c1cccc(COc2ccc(Cl)cc2I)c1,11.0,False
353,Clc1ccccc1OCCn1ccc2cc(Br)ccc21,11.0,False
4845,CCc1ccc(-c2ccccc2Cl)cc1,3.0,True
4058,Clc1cc(Cl)cc(COc2ccccc2I)c1,3.0,True
2703,COc1c(I)cccc1OC(F)(F)F,2.0,True
357,CCCC1(COc2ccccc2Br)CCCCC1,11.0,False
3047,Cc1cccc(Cl)c1,1.0,True
1710,Clc1cccc(Oc2c(Cl)cccc2I)c1Cl,8.0,True
360,CCCCOc1ccc(Oc2c(O)cccc2I)cc1,11.0,False
361,CC(C)(c1ccccc1Oc1ccccc1Br)C(F)(F)F,11.0,False
362,Oc1cccc(Cl)c1OC(F)F,1.0,True
5803,Fc1cccc(Oc2ccc(F)c(Cl)c2)c1,6.0,True
4841,CC(C)c1ccc(Oc2ccccc2Cl)cc1,1.0,True
4481,COc1c(Br)ccc2ccc(Cl)cc12,4.0,True
366,CCCOc1c(Cl)cccc1CC,11.0,False
367,Ic1ccccc1OCCCc1cccnc1,2.0,True
368,FC(F)(F)Oc1ccc(Oc2ccccc2Cl)cc1,3.0,True
369,O=c1ccc2cccc(Br)c2s1,11.0,False
2094,COc1cccc(I)c1-c1ccccc1,2.0,True
1254,Brc1cncc(Nc2ccccc2)n1,3.0,True
6168,Cc1cccc(C(F)(F)F)c1Oc1ccccc1I,2.0,True
4766,Cc1cc(Cl)c2c(I)cccc2c1,2.0,True
5292,Ic1ccccc1OC1CCC1,2.0,True
375,Oc1ccc(Br)c(O)c1,1.0,True
376,Clc1cc(Br)ccc1OCCc1ccccc1,11.0,False
377,FC(F)Oc1ccc(OC(F)(F)F)cc1I,11.0,False
378,Cc1cc(Br)c2ccccc2c1,2.0,True
379,COc1cccc(F)c1Oc1c(Br)cccc1OC,11.0,False
380,CCCOc1ccc(Oc2ccccc2I)cc1F,11.0,False
1633,Fc1cc(Cl)cc(Cl)c1Oc1ccccc1I,5.0,True
382,Brc1ncccc1-c1ccccc1,9.0,True
383,Fc1c(Cl)cccc1OC(F)F,2.0,True
384,FC(F)(F)c1cc(COc2ccccc2I)ccc1Cl,4.0,True
385,CC(C)(C)c1cccc(COc2ccccc2Cl)c1,11.0,False
3298,Cc1cccc(C)c1CCOc1ccccc1I,4.0,True
387,COc1cc(OC)cc(Oc2ccccc2Cl)c1,11.0,False
388,CC1(COc2ccccc2I)CCCc2ccccc21,11.0,False
6109,Clc1ccc(CCOc2ccccc2I)cc1Cl,2.0,True
1297,NC(=O)c1c(F)ccc(I)c1F,1.0,True
393,CC(C)Oc1cc(Cl)ccc1Br,11.0,False
395,Clc1ccccc1COc1ccccc1Oc1ccccc1I,11.0,False
5967,CCc1ccccc1COc1ccc(Cl)c(OC)c1,3.0,True
397,Cc1ncccc1I,2.0,True
399,FC(F)(F)c1ccccc1CCOc1ccccc1Oc1ccccc1I,11.0,False
400,COc1cccc(Br)c1OCC1(CCc2ccccc2)CCCCC1,11.0,False
401,Cc1ccc(Oc2ccccc2I)cc1,3.0,True
402,Cc1ccc(I)c(C)c1Cl,1.0,True
405,COc1ccc(Oc2ccccc2I)c(C(F)(F)F)c1,11.0,False
406,CCCCOc1ccc(OCCC)c(Cl)c1,11.0,False
407,Clc1ccc(Cl)c(Oc2ncccc2Cl)c1,11.0,False
408,CC(C)Oc1cc(OC(F)F)ccc1Cl,11.0,False
409,Brc1cccc(Br)c1OCc1ccccc1,0.0,True
4078,Clc1cccc(C=CCOc2ccccc2I)c1,2.0,True
411,COc1cccc(Cl)c1OC(C)(C)C,11.0,False
412,FC(F)(F)Oc1c(Cl)cccc1C1CCCCC1,11.0,False
413,Clc1ccccc1Oc1ccccc1OCCCCc1ccccc1,11.0,False
4876,COc1ccccc1OCc1ccccc1I,2.0,True
416,Cc1cccc(N2CCN(CCOc3ccccc3I)CC2)c1,11.0,False
417,COc1ccc(Br)c(F)c1OC(F)(F)F,3.0,True
1884,Ic1ccccc1OCCC1CCCCC1,1.0,True
419,CCCCOc1cccc(Br)c1-c1ccccc1,11.0,False
421,Cc1ccc(F)c(Oc2ccccc2I)c1,2.0,True
2523,Fc1cccc(Cl)c1Oc1ccccc1Cl,5.0,True
423,FC(F)Oc1cccc(Br)c1OCCCc1ccccc1,11.0,False
424,Clc1ccc(Oc2ncccc2Cl)c(Cl)c1,11.0,False
5869,FC(F)(F)c1cccc(Oc2ccccc2I)c1,2.0,True
426,COc1ccccc1COc1ccc(Oc2ccccc2I)cc1,11.0,False
1767,CCCCOc1c(Cl)cccc1C(F)(F)F,2.0,True
428,COc1cccc(I)c1NC1CCCCCC1,11.0,False
429,Cc1c(O)cccc1-c1ncccc1Cl,11.0,False
431,COc1ccc(F)c(Oc2ccccc2Cl)c1,11.0,False
3453,COc1ccc(OC)c(COc2ccccc2I)c1,3.0,True
433,CCc1c(OC)ccc(Br)c1Cl,2.0,True
2720,COc1c(Cl)cccc1Br,2.0,True
435,FC(F)(F)COc1cc(Cl)ccc1Cl,1.0,True
436,COc1ccccc1I,1.0,True
437,CC(C)c1ccccc1I,2.0,True
1149,COc1ccc(Cl)c(OC)c1O,1.0,True
440,Cc1cccc(CCOc2c(O)cccc2Br)c1,11.0,False
441,Oc1ccc(OCC=Cc2cccc(F)c2)c(Oc2ccccc2I)c1,3.0,True
442,Clc1cnccc1COc1ccccc1,11.0,False
443,CCCOc1cc(Oc2ccccc2Br)ccc1Cc1ccccc1Cl,11.0,False
5133,Cc1ccc(F)cc1Oc1ccccc1I,6.0,True
445,O=[N+]([O-])c1cccc(Br)c1OC(F)(F)F,11.0,False
446,CC1CCC(COc2ccccc2Br)CN1,11.0,False
447,Fc1ccc(CCCCOc2ccccc2I)cc1,11.0,False
1535,FC(F)(F)c1cccc(Br)c1Br,1.0,True
4457,CCOc1c(N)cccc1Cl,1.0,True
450,FC(F)(F)c1ccc(Oc2cccnc2)c(Br)c1,11.0,False
5159,COc1ccc(Oc2ccccc2I)c(C)c1,10.0,True
452,FC(F)(F)COc1ncccc1Cl,11.0,False
